03-20-2024, 11:24:19:91, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
03-20-2024, 11:25:03:132, , , 1, , , , , , , , , , 
03-20-2024, 11:25:03:309, , , 0, , , , , , , , , , 
03-20-2024, 11:25:03:538, , , 1, , , , , , , , , , 
03-20-2024, 11:25:03:805, , , 0, , , , , , , , , , 
03-20-2024, 11:25:04:207, , , 1, , , , , , , , , , 
03-20-2024, 11:25:04:342, , , 0, , , , , , , , , , 
03-20-2024, 11:25:04:699, , , 1, , , , , , , , , , 
03-20-2024, 11:25:04:876, , , 0, , , , , , , , , , 
03-20-2024, 11:25:05:197, , , 1, , , , , , , , , , 
03-20-2024, 11:25:05:354, , , 0, , , , , , , , , , 
03-20-2024, 11:25:05:741, , , 1, , , , , , , , , , 
03-20-2024, 11:25:05:927, , , 0, , , , , , , , , , 
03-20-2024, 11:25:06:220, , , 1, , , , , , , , , , 
03-20-2024, 11:25:06:392, , , 0, , , , , , , , , , 
03-20-2024, 11:25:06:758, , , 1, , , , , , , , , , 
03-20-2024, 11:25:06:916, , , 0, , , , , , , , , , 
03-20-2024, 11:25:07:340, , , 1, , , , , , , , , , 
03-20-2024, 11:25:10:257, , , 0, , , , , , , , , , 
03-20-2024, 11:32:36:807, , , 1, , , , , , , , , , 
03-20-2024, 11:32:37:371, , , 0, , , , , , , , , , 
03-20-2024, 11:32:38:726, , 0, , , , , , , , , , , 
03-20-2024, 11:32:39:312, , 1, , , , , , , , , , , 
03-20-2024, 11:32:40:242, 0, , , , , , , , , , , , 
03-20-2024, 11:32:40:445, 1, , , , , , , , , , , , 
03-20-2024, 11:32:44:787, , , 1, , , , , , , , , , 
