sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD, 1730293363, 3222294, 0033, 29.04761, 1.22249, 1.33531, 0.07897, 2.50220, , 3.03165, 3.20249, 0.00000, 3.05099, 3.00828, 2.70044, 2.55941, 25.43750, 25.43750, 25.62500, 25.43750, 21.36955
0xDDDD, 1730293363, 3322282, 0034, 29.45053, 1.22249, 1.33531, 0.07736, 2.50220, , 3.07919, 3.21055, 0.00000, 3.05099, 3.00747, 2.70125, 2.55861, 25.43750, 25.43750, 25.62500, 25.43750, 21.36955
0xDDDD, 1730293363, 3422282, 0035, 29.45053, 1.22249, 1.33451, 0.07978, 2.50220, , 3.04212, 3.21780, 0.00000, 3.05179, 3.00828, 2.70044, 2.56022, 25.50000, 25.43750, 25.62500, 25.43750, 21.19047
0xDDDD, 1730293363, 3522266, 0036, 29.04761, 1.22249, 1.33531, 0.06527, 2.50220, , 3.00828, 3.20571, 0.00000, 3.05179, 3.00828, 2.70044, 2.56989, 25.50000, 25.43750, 25.62500, 25.43750, 21.54863
0xDDDD, 1730293363, 3622287, 0037, 29.85349, 1.22249, 1.33531, 0.07414, 2.50220, , 3.05179, 3.21377, 0.00000, 3.05179, 3.00828, 2.69883, 2.64242, 25.50000, 25.43750, 25.62500, 25.43750, 21.54863
0xDDDD, 1730293364, 3722275, 0038, 28.64468, 1.22249, 1.33451, 0.08381, 2.50220, , 3.08322, 3.20330, 0.00000, 3.05260, 3.00747, 2.70125, 2.56103, 25.43750, 25.43750, 25.62500, 25.43750, 21.72771
0xDDDD, 1730293364, 3822287, 0039, 29.45053, 1.22249, 1.33451, 0.05722, 2.50139, , 3.04857, 3.20330, 0.00000, 3.05099, 3.00828, 2.70044, 2.56425, 25.43750, 25.43750, 25.62500, 25.43750, 21.72771
0xDDDD, 1730293364, 3922278, 0040, 29.45053, 1.22249, 1.33451, 0.06608, 2.50220, , 3.01553, 3.21216, 0.00000, 3.05099, 3.00828, 2.70044, 2.55941, 25.43750, 25.43750, 25.62500, 25.43750, 21.90678
0xDDDD, 1730293364, 4022278, 0041, 29.45053, 1.22249, 1.33451, 0.06689, 2.50220, , 3.06066, 3.20088, 0.00000, 3.05260, 3.00828, 2.70044, 2.56344, 25.43750, 25.43750, 25.62500, 25.43750, 21.90678
0xDDDD, 1730293364, 4122267, 0042, 29.45053, 1.22249, 1.33531, 0.06205, 2.50220, , 3.02842, 3.20894, 0.00000, 3.05179, 3.00747, 2.70044, 2.63436, 25.43750, 25.43750, 25.68750, 25.43750, 21.72771
0xDDDD, 1730293364, 4222291, 0043, 29.04761, 1.22249, 1.33531, 0.07656, 2.50220, , 3.07436, 3.21780, 0.00000, 3.05179, 3.00747, 2.70125, 2.55941, 25.43750, 25.43750, 25.68750, 25.43750, 21.90678
0xDDDD, 1730293364, 4322269, 0044, 29.04761, 1.22249, 1.33531, 0.06608, 2.50220, , 3.03810, 3.20652, 0.00000, 3.04938, 3.00828, 2.70125, 2.55619, 25.43750, 25.37500, 25.62500, 25.43750, 22.08586
0xDDDD, 1730293364, 4422283, 0045, 29.04761, 1.22249, 1.33451, 0.07575, 2.50220, , 3.07194, 3.21538, 0.00000, 3.04938, 3.00828, 2.70125, 2.56103, 25.50000, 25.37500, 25.62500, 25.43750, 22.08586
0xDDDD, 1730293364, 4522268, 0046, 29.04761, 1.22249, 1.33451, 0.07736, 2.50300, , 3.03729, 3.21700, 0.00000, 3.04857, 3.00908, 2.70125, 2.56022, 25.50000, 25.37500, 25.68750, 25.43750, 22.26494
0xDDDD, 1730293364, 4622273, 0047, 29.04761, 1.22249, 1.33289, 0.07414, 2.50220, , 3.08161, 3.20491, 0.00000, 3.05179, 3.00828, 2.70125, 2.55861, 25.43750, 25.43750, 25.68750, 25.43750, 22.26494
0xDDDD, 1730293365, 4722283, 0048, 29.45053, 1.22249, 1.33531, 0.06608, 2.50139, , 3.04615, 3.21458, 0.00000, 3.05179, 3.00828, 2.69963, 2.56183, 25.43750, 25.43750, 25.68750, 25.43750, 22.26494
0xDDDD, 1730293365, 4822281, 0049, 29.45053, 1.22249, 1.33531, 0.06527, 2.50220, , 3.01553, 3.20088, 0.00000, 3.04938, 3.00828, 2.70125, 2.54168, 25.43750, 25.43750, 25.62500, 25.43750, 22.26494
0xDDDD, 1730293365, 4922272, 0050, 29.45053, 1.22249, 1.33531, 0.07172, 2.50220, , 3.06066, 3.20894, 0.00000, 3.05099, 3.00908, 2.70044, 2.62388, 25.43750, 25.43750, 25.62500, 25.43750, 22.26494
0xDDDD, 1730293365, 5022283, 0051, 29.45053, 1.22249, 1.33451, 0.07656, 2.50220, , 3.01473, 3.21780, 0.00000, 3.05099, 3.00747, 2.70125, 2.55941, 25.43750, 25.43750, 25.68750, 25.43750, 22.26494
0xDDDD, 1730293365, 5122284, 0052, 29.45053, 1.22249, 1.33531, 0.06689, 2.50220, , 3.06066, 3.21941, 0.00000, 3.05018, 3.00828, 2.70125, 2.56103, 25.43750, 25.43750, 25.68750, 25.43750, 22.26494
0xDDDD, 1730293365, 5222284, 0053, 29.45053, 1.22249, 1.33612, 0.06447, 2.50220, , 3.02923, 3.20733, 0.00000, 3.05018, 3.00828, 2.70044, 2.56183, 25.43750, 25.43750, 25.68750, 25.43750, 22.44402
0xDDDD, 1730293365, 5322275, 0054, 29.45053, 1.22330, 1.33531, 0.06205, 2.50220, , 3.07597, 3.21538, 0.00000, 3.05018, 3.00828, 2.70125, 2.56183, 25.43750, 25.43750, 25.62500, 25.43750, 22.44402
0xDDDD, 1730293365, 5422265, 0055, 29.45053, 1.22249, 1.33531, 0.06286, 2.50220, , 3.04454, 3.20410, 0.00000, 3.04293, 3.00828, 2.70125, 2.46190, 25.50000, 25.43750, 25.62500, 25.43750, 22.44402
0xDDDD, 1730293365, 5522276, 0056, 29.85349, 1.22249, 1.33451, 0.06850, 2.50220, , 3.01150, 3.21136, 0.00000, 3.05099, 3.00828, 2.70044, 2.64242, 25.50000, 25.43750, 25.62500, 25.43750, 22.62310
0xDDDD, 1730293365, 5622257, 0057, 29.45053, 1.22249, 1.33531, 0.06527, 2.50220, , 3.04374, 3.20007, 0.00000, 3.05260, 3.00828, 2.70205, 2.55780, 25.43750, 25.43750, 25.62500, 25.43750, 22.44402
0xDDDD, 1730293366, 5722286, 0058, 29.45053, 1.22249, 1.33451, 0.07011, 2.50220, , 3.01150, 3.20249, 0.00000, 3.05099, 3.00828, 2.70205, 2.55780, 25.43750, 25.43750, 25.62500, 25.43750, 22.80220
0xDDDD, 1730293366, 5822283, 0059, 29.04761, 1.22249, 1.34176, 0.06689, 2.50220, , 3.05663, 3.21055, 0.00000, 3.05099, 3.00828, 2.70044, 2.56103, 25.50000, 25.43750, 25.62500, 25.43750, 22.44402
0xDDDD, 1730293366, 5922284, 0060, 29.04761, 1.22249, 1.28374, 0.08784, 2.50220, , 3.02520, 3.20088, 0.00000, 3.04938, 3.00828, 2.70125, 2.55780, 25.50000, 25.43750, 25.62500, 25.43750, 22.62310
0xDDDD, 1730293366, 6022258, 0061, 29.45053, 1.22249, 1.33451, 0.07575, 2.50300, , 3.06952, 3.20813, 0.00000, 3.05099, 3.00747, 2.70044, 2.56183, 25.50000, 25.43750, 25.62500, 25.43750, 22.62310
0xDDDD, 1730293366, 6122284, 0062, 29.04761, 1.22249, 1.33531, 0.06689, 2.50220, , 3.03648, 3.21619, 0.00000, 3.05099, 3.00747, 2.70044, 2.57875, 25.50000, 25.43750, 25.62500, 25.43750, 22.62310
0xDDDD, 1730293366, 6222266, 0063, 29.04761, 1.22249, 1.33451, 0.07333, 2.50220, , 3.06791, 3.20491, 0.00000, 3.04857, 3.00828, 2.70125, 2.56022, 25.50000, 25.43750, 25.62500, 25.43750, 22.80220
0xDDDD, 1730293366, 6322283, 0064, 29.45053, 1.22249, 1.33531, 0.07333, 2.50220, , 3.03407, 3.21297, 0.00000, 3.05260, 3.00828, 2.70044, 2.56022, 25.50000, 25.43750, 25.62500, 25.43750, 22.80220
0xDDDD, 1730293366, 6422272, 0065, 29.45053, 1.22249, 1.33531, 0.05802, 2.50220, , 3.08322, 3.21619, 0.00000, 3.05179, 3.00828, 2.70044, 2.55861, 25.50000, 25.43750, 25.62500, 25.43750, 22.26494
0xDDDD, 1730293366, 6522284, 0066, 29.45053, 1.22249, 1.33531, 0.07092, 2.50139, , 3.04857, 3.20571, 0.00000, 3.05099, 3.00828, 2.69963, 2.56103, 25.50000, 25.37500, 25.68750, 25.43750, 22.80220
0xDDDD, 1730293366, 6622265, 0067, 29.45053, 1.22249, 1.33531, 0.06527, 2.50220, , 3.01473, 3.21458, 0.00000, 3.05018, 3.00828, 2.69963, 2.56264, 25.50000, 25.37500, 25.68750, 25.43750, 22.80220
0xDDDD, 1730293367, 6722285, 0068, 29.04761, 1.22249, 1.33531, 0.06769, 2.50220, , 3.05985, 3.20330, 0.00000, 3.05018, 3.00828, 2.70125, 2.55297, 25.50000, 25.37500, 25.62500, 25.43750, 22.80220
0xDDDD, 1730293367, 6822275, 0069, 29.45053, 1.22249, 1.33612, 0.06689, 2.50220, , 3.02681, 3.21216, 0.00000, 3.05099, 3.00828, 2.70125, 2.55861, 25.50000, 25.37500, 25.62500, 25.43750, 22.98128
0xDDDD, 1730293367, 6922283, 0070, 29.04761, 1.22249, 1.33531, 0.07897, 2.50220, , 3.05824, 3.20088, 0.00000, 3.04212, 3.00828, 2.70125, 2.56103, 25.50000, 25.37500, 25.62500, 25.43750, 22.80220
0xDDDD, 1730293367, 7022275, 0071, 29.45053, 1.22249, 1.33531, 0.05722, 2.50220, , 3.02520, 3.20571, 0.00000, 3.05099, 3.00828, 2.70044, 2.56103, 25.43750, 25.43750, 25.62500, 25.43750, 22.98128
0xDDDD, 1730293367, 7122289, 0072, 29.45053, 1.22249, 1.33531, 0.07011, 2.50220, , 3.07355, 3.21377, 0.00000, 3.05099, 3.00747, 2.70044, 2.56103, 25.43750, 25.43750, 25.62500, 25.43750, 22.98128
0xDDDD, 1730293367, 7222269, 0073, 29.45053, 1.22249, 1.33531, 0.06527, 2.50220, , 3.04051, 3.20330, 0.00000, 3.04212, 3.00828, 2.70205, 2.55941, 25.43750, 25.43750, 25.68750, 25.43750, 22.80220
0xDDDD, 1730293367, 7322291, 0074, 29.45053, 1.22249, 1.33531, 0.06930, 2.50220, , 3.00828, 3.21216, 0.00000, 3.05099, 3.00828, 2.70044, 2.54571, 25.43750, 25.43750, 25.68750, 25.43750, 22.98128
0xDDDD, 1730293367, 7422273, 0075, 29.45053, 1.22249, 1.33531, 0.06850, 2.50220, , 3.05260, 3.20088, 0.00000, 3.04535, 3.00828, 2.70125, 2.55619, 25.43750, 25.43750, 25.62500, 25.43750, 22.98128
0xDDDD, 1730293367, 7522291, 0076, 29.45053, 1.22249, 1.33451, 0.07897, 2.50220, , 3.00505, 3.20974, 0.00000, 3.05179, 3.00828, 2.70044, 2.56505, 25.43750, 25.43750, 25.62500, 25.43750, 22.98128
0xDDDD, 1730293367, 7622276, 0077, 29.04761, 1.22249, 1.33531, 0.07414, 2.50220, , 3.05179, 3.21297, 0.00000, 3.05099, 3.00828, 2.69963, 2.55941, 25.43750, 25.43750, 25.62500, 25.43750, 22.98128
0xDDDD, 1730293368, 7722276, 0078, 29.04761, 1.22249, 1.34095, 0.06608, 2.50300, , 3.01956, 3.20168, 0.00000, 3.05018, 3.00828, 2.70125, 2.56103, 25.43750, 25.37500, 25.62500, 25.50000, 23.16036
0xDDDD, 1730293368, 7822260, 0079, 29.45053, 1.22249, 1.33612, 0.07011, 2.50220, , 3.06549, 3.20974, 0.00000, 3.05018, 3.00747, 2.69963, 2.56344, 25.43750, 25.37500, 25.62500, 25.50000, 23.16036
0xDDDD, 1730293368, 7922266, 0080, 29.04761, 1.22249, 1.33531, 0.06366, 2.50220, , 3.03084, 3.19927, 0.00000, 3.05179, 3.00828, 2.70125, 2.53927, 25.43750, 25.37500, 25.68750, 25.50000, 23.16036
0xDDDD, 1730293368, 8022282, 0081, 29.45053, 1.22249, 1.33451, 0.06205, 2.50300, , 3.07839, 3.20652, 0.00000, 3.05018, 3.00828, 2.70125, 2.50703, 25.50000, 25.43750, 25.68750, 25.50000, 23.16036
0xDDDD, 1730293368, 8122273, 0082, 29.04761, 1.22249, 1.33612, 0.06447, 2.50220, , 3.03245, 3.21700, 0.00000, 3.05099, 3.00747, 2.70044, 2.56103, 25.50000, 25.43750, 25.62500, 25.50000, 23.16036
0xDDDD, 1730293368, 8222273, 0083, 29.04761, 1.22249, 1.33451, 0.07575, 2.50220, , 3.07919, 3.20652, 0.00000, 3.05099, 3.00747, 2.70125, 2.55941, 25.50000, 25.43750, 25.62500, 25.43750, 23.16036
0xDDDD, 1730293368, 8322279, 0084, 29.45053, 1.22249, 1.33451, 0.06447, 2.50220, , 3.04293, 3.20894, 0.00000, 3.05179, 3.00828, 2.70044, 2.56022, 25.50000, 25.43750, 25.62500, 25.43750, 23.87668
0xDDDD, 1730293368, 8422274, 0085, 29.45053, 1.22249, 1.33531, 0.06366, 2.50220, , 3.00908, 3.21861, 0.00000, 3.05179, 3.00747, 2.70044, 2.56103, 25.50000, 25.37500, 25.68750, 25.43750, 23.16036
0xDDDD, 1730293368, 8522271, 0086, 29.45053, 1.22249, 1.33451, 0.07575, 2.50139, , 3.05663, 3.20652, 0.00000, 3.05260, 3.00747, 2.70044, 2.67465, 25.50000, 25.37500, 25.68750, 25.43750, 23.16036
0xDDDD, 1730293368, 8622282, 0087, 29.04761, 1.22249, 1.33451, 0.08381, 2.50220, , 3.02037, 3.21538, 0.00000, 3.05260, 3.01311, 2.70125, 2.64564, 25.50000, 25.37500, 25.68750, 25.43750, 23.33944
0xDDDD, 1730293369, 8722273, 0088, 29.45053, 1.22249, 1.33451, 0.06608, 2.50220, , 3.06630, 3.20491, 0.00000, 3.05341, 3.00828, 2.70044, 2.55861, 25.50000, 25.43750, 25.68750, 25.43750, 23.16036
0xDDDD, 1730293369, 8822251, 0089, 29.45053, 1.22249, 1.33451, 0.05480, 2.50220, , 3.01875, 3.21458, 0.00000, 3.05099, 3.00828, 2.69963, 2.56103, 25.50000, 25.43750, 25.68750, 25.43750, 23.16036
0xDDDD, 1730293369, 8922285, 0090, 29.45053, 1.22249, 1.33612, 0.06608, 2.50220, , 3.06549, 3.21619, 0.00000, 3.05018, 3.00828, 2.70125, 2.56022, 25.50000, 25.43750, 25.68750, 25.50000, 23.16036
0xDDDD, 1730293369, 9022270, 0091, 29.45053, 1.22249, 1.33531, 0.06527, 2.50220, , 3.03004, 3.20491, 0.00000, 3.05099, 3.00747, 2.70044, 2.56344, 25.50000, 25.43750, 25.68750, 25.50000, 23.33944
0xDDDD, 1730293369, 9122276, 0092, 29.04761, 1.22249, 1.33531, 0.06930, 2.50220, , 3.07839, 3.21377, 0.00000, 3.05099, 3.00747, 2.70044, 2.56103, 25.50000, 25.43750, 25.68750, 25.50000, 23.33944
0xDDDD, 1730293369, 9222261, 0093, 29.04761, 1.22249, 1.33451, 0.06930, 2.50220, , 3.04293, 3.20330, 0.00000, 3.05179, 3.00828, 2.70044, 2.56103, 25.43750, 25.43750, 25.68750, 25.43750, 23.33944
0xDDDD, 1730293369, 9322274, 0094, 29.45053, 1.22168, 1.33531, 0.06286, 2.50220, , 3.00747, 3.21136, 0.00000, 3.04535, 3.00828, 2.70044, 2.53685, 25.43750, 25.43750, 25.68750, 25.43750, 23.33944
0xDDDD, 1730293369, 9422255, 0095, 29.45053, 1.22330, 1.33531, 0.07978, 2.50220, , 3.03810, 3.20088, 0.00000, 3.04938, 3.00828, 2.70044, 2.56344, 25.43750, 25.37500, 25.68750, 25.50000, 23.33944
0xDDDD, 1730293369, 9522285, 0096, 29.04761, 1.22249, 1.33451, 0.08139, 2.50220, , 3.00344, 3.20330, 0.00000, 3.05179, 3.00828, 2.70044, 2.56183, 25.50000, 25.37500, 25.68750, 25.50000, 23.33944
0xDDDD, 1730293369, 9622271, 0097, 29.04761, 1.22249, 1.33531, 0.06286, 2.50220, , 3.04938, 3.21297, 0.00000, 3.04938, 3.00828, 2.70125, 2.56264, 25.50000, 25.37500, 25.68750, 25.43750, 23.33944
0xDDDD, 1730293370, 9722280, 0098, 29.04761, 1.22249, 1.33531, 0.06447, 2.50220, , 3.01311, 3.20168, 0.00000, 3.04938, 3.00828, 2.70205, 2.56022, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293370, 9822257, 0099, 29.45053, 1.22249, 1.33531, 0.06366, 2.50220, , 3.05905, 3.20974, 0.00000, 3.05018, 3.00828, 2.70125, 2.49253, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293370, 9922289, 0100, 29.45053, 1.22249, 1.33531, 0.06366, 2.50220, , 3.02359, 3.20007, 0.00000, 3.04857, 3.00828, 2.70044, 2.57311, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293370, 10022263, 0101, 29.04761, 1.22249, 1.33531, 0.07333, 2.50220, , 3.05341, 3.20894, 0.00000, 3.05341, 3.00828, 2.70205, 2.55941, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293370, 10122288, 0102, 29.45053, 1.22249, 1.33531, 0.04110, 2.50220, , 3.01795, 3.20974, 0.00000, 3.04938, 3.00828, 2.70044, 2.55941, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293370, 10222263, 0103, 29.45053, 1.22249, 1.33531, 0.06850, 2.50220, , 3.06227, 3.20088, 0.00000, 3.04535, 3.00828, 2.70044, 2.56183, 25.50000, 25.43750, 25.68750, 25.43750, 23.33944
0xDDDD, 1730293370, 10322281, 0104, 29.45053, 1.22249, 1.33531, 0.06205, 2.50220, , 3.02520, 3.21055, 0.00000, 3.04857, 3.00828, 2.70044, 2.56264, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293370, 10422262, 0105, 29.45053, 1.22249, 1.33531, 0.06447, 2.50220, , 3.07033, 3.20007, 0.00000, 3.05179, 3.00828, 2.70125, 2.58923, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293370, 10522288, 0106, 29.04761, 1.22249, 1.33451, 0.07011, 2.50220, , 3.03326, 3.20974, 0.00000, 3.05260, 3.00747, 2.70125, 2.55941, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293370, 10622263, 0107, 29.45053, 1.22249, 1.33451, 0.05963, 2.50220, , 3.07678, 3.20007, 0.00000, 3.05421, 3.00828, 2.69963, 2.56103, 25.50000, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293371, 10722281, 0108, 29.04761, 1.22249, 1.33531, 0.07092, 2.50220, , 3.02440, 3.20974, 0.00000, 3.05018, 3.00828, 2.70125, 2.56183, 25.43750, 25.43750, 25.68750, 25.43750, 23.51852
0xDDDD, 1730293371, 10822266, 0109, 29.04761, 1.22249, 1.33531, 0.07172, 2.50220, , 3.06630, 3.21216, 0.00000, 3.04938, 3.00747, 2.70044, 2.56022, 25.43750, 25.43750, 25.68750, 25.43750, 23.51852
