11-29-2023, 10:25:03:38, sync, seq, endMon, SWPMON, temp1, temp2, adc
11-29-2023, 10:25:26:40, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:26:157, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:26:305, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:26:425, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:26:543, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:26:663, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:26:780, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:26:929, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:27:19, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:27:167, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:27:286, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:27:407, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:27:527, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:27:645, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:27:792, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:27:912, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:28:31, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:28:151, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:28:272, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:28:420, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:28:538, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:28:777, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:28:896, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:29:44, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:29:164, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:29:283, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:29:402, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:29:521, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:29:670, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:29:757, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:29:906, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:30:26, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:30:146, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:30:266, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:30:384, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:30:532, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:30:649, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:30:767, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:30:888, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:31:7, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:31:156, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:31:275, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:31:393, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:31:513, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:31:632, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:31:781, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:31:900, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:32:21, 0xAAAA, 1918, 23.958, , , , 
11-29-2023, 10:25:32:138, 0xAAAA, 1304, 01.349, 24.0, , , 
11-29-2023, 10:25:32:256, 0xAAAA, 1304, 01.349, 24.0, , , 
11-29-2023, 10:25:32:404, 0xAAAA, 1304, 01.349, 24.0, , , 
11-29-2023, 10:25:32:524, 0xAAAA, 1304, 01.349, 24.0, , , 
11-29-2023, 10:25:32:643, 0xAAAA, 1304, 01.349, 24.0, , , 
11-29-2023, 10:25:32:764, 0xAAAA, 1304, 01.349, 24.0, , , 
11-29-2023, 10:25:32:882, 0xAAAA, 1304, 01.349, 24.0, , , 
11-29-2023, 10:25:33:2, 0xAAAA, 1304, 01.349, 24.0, , , 
11-29-2023, 10:25:33:122, 0xAAAA, 1304, 01.349, 24.0, , , 
